"","ï..License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"400",2195969,"FARM DISTILLER ""D""",207,"DD","Albany",2,"MADISON","LIFE OF REILLEY DISTILLING AND WINE CO LLC","LIFE OF REILLEY DISTILLING COMPANY","2747 RTE 20 EAST","","CAZENOVIA","NY",13035,883848,2014-09-05,2016-09-01,2019-08-31,42.92004,-75.81322,"(42.92004, -75.81322)"
"401",2190820,"FARM WINERY",302,"FW","Albany",2,"MADISON","OWERA VINEYARDS LLC","","5276 E LAKE RD","","CAZENOVIA","NY",13035,883616,2013-10-08,2016-10-01,2019-09-30,42.9775311,-75.87994607,"(42.9775311, -75.87994607)"
"402",2210725,"FARM WINERY",302,"FW","Albany",2,"MADISON","FINNTREE LLC","THE APPLE KITCHEN","3402 OLD STATE RD","","ERIEVILLE","NY",13061,849228,2018-06-14,2018-06-14,2021-05-31,42.89701,-75.77007,"(42.89701, -75.77007)"
"403",2171195,"FARM WINERY",302,"FW","Albany",2,"MADISON","CRITZ FARMS INC","CRITZ FARMS BREWING AND CIDER COMPANY","3232 RIPPLETON RD","","CAZENOVIA","NY",13035,920136,2011-08-01,2019-08-01,2022-07-31,42.88236481,-75.87478701,"(42.88236481, -75.87478701)"
"404",2209230,"MICRO BREWER",101,"MI","Albany",2,"MADISON","GOOD NATURE BREWING INC","GOOD NATURE FARM BREWERY & TAP ROOM","1727 STATE RTE 12B","","HAMILTON","NY",13346,99999,2018-01-23,2018-03-01,2021-02-28,42.80662,-75.54697,"(42.80662, -75.54697)"
"405",2202106,"MICRO BREWER",101,"MI","Albany",2,"MADISON","EMPIRE FARMSTEAD BREWERY INC","EMPIRE BREWING COMPANY","33 RIPPLETON RD","","CAZENOVIA","NY",13035,918098,2016-06-03,2019-06-01,2020-05-31,42.92086,-75.86302,"(42.92086, -75.86302)"
"406",3162419,"BREWER",101,"D","Buffalo",3,"MONROE","LIDESTRI BEVERAGES LLC","LIDESTRI SPIRITS","1050 LEE RD","","ROCHESTER","NY",14606,918867,2019-04-04,2019-07-01,2020-06-30,43.18771,-77.6798,"(43.18771, -77.6798)"
"407",3158312,"BREWER",101,"D","Buffalo",3,"MONROE","NARRAGANSETT BREWING COMPANY","","445 ST PAUL ST","","ROCHESTER","NY",14605,918635,2017-01-23,2019-07-01,2020-06-30,43.16459,-77.61446,"(43.16459, -77.61446)"
"408",3150600,"BREWER",101,"D","Buffalo",3,"MONROE","MARK ANTHONY BREWING INC","MIKES HARD LEMONADE CO","445 ST PAUL ST","","ROCHESTER","NY",14605,909724,2012-01-13,2019-01-01,2019-12-31,43.16493105,-77.61437097,"(43.16493105, -77.61437097)"
"409",3141489,"BREWER",101,"D","Buffalo",3,"MONROE","HIGH FALLS OPERATING CO LLC/LICENSING CO LLC","HIGH FALLS BREWING CO/NORTH AMERICAN BREWERIES","445 ST PAUL ST","","ROCHESTER","NY",14605,915457,2009-02-27,2019-07-01,2020-06-30,43.16493105,-77.61437097,"(43.16493105, -77.61437097)"
"410",3158342,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"MONROE","24LIGNE LLC","BLACK BUTTON DISTILLING","85 RAILROAD ST","","ROCHESTER","NY",14609,886257,2017-01-06,2017-01-06,2019-12-31,43.16323,-77.58686,"(43.16323, -77.58686)"
"411",3158927,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"MONROE","HONEOYE FALLS DISTILLERY LLC","","168 W MAIN ST","","HONEOYE FALLS","NY",14472,889455,2017-06-07,2017-06-07,2020-05-31,42.94816,-77.60446,"(42.94816, -77.60446)"
"412",3161602,"DISTILLER ""B""",202,"DB","Buffalo",3,"MONROE","FISHBOWL SPIRITS LLC","","1050 LEE RD","","ROCHESTER","NY",14606,849409,2018-11-30,2018-11-30,2021-10-31,43.18771,-77.6798,"(43.18771, -77.6798)"
"413",3149935,"DISTILLER ""B-1""",205,"DB","Buffalo",3,"MONROE","LIDESTRI BEVERAGES LLC","LIDESTRI SPIRITS","1050 LEE RD","","ROCHESTER","NY",14606,849028,2011-09-26,2018-01-04,2019-09-30,43.18740375,-77.68034844,"(43.18740375, -77.68034844)"
"414",3160825,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","LOCK 32 BREWING COMPANY LLC","SEVEN STORY BREWING","604 PITTSFORD VICTOR RD","T/O PERINTON","PITTSFORD","NY",14534,919622,2018-07-31,2019-07-09,2020-06-30,43.06227,-77.47962,"(43.06227, -77.47962)"
"415",3158008,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","CTB GROUP INC","WOOD KETTLE BREWING","1192 MANITOU RD","STE 13","HILTON","NY",14468,902962,2017-08-10,2018-08-01,2019-07-31,43.25444,-77.75026,"(43.25444, -77.75026)"
"416",3158362,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","WHICHCRAFT BREWS LLC","","1900 EMPIRE BLVD","BAYTOWNE PLAZA STORE D100-300","WEBSTER","NY",14580,918037,2017-06-22,2019-06-01,2020-05-31,43.19116,-77.50199,"(43.19116, -77.50199)"
"418",3155181,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","KNUCKLEHEAD CRAFT BREWING LLC","KNUCKLEHEAD CRAFT BREWING","426 RIDGE RD","","WEBSTER","NY",14580,99999,2014-11-17,2018-11-01,2019-10-31,43.20598,-77.51213,"(43.20598, -77.51213)"
"419",3158877,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","THREE HEADS BREWING INC","THREE HEADS BREWING","186 ATLANTIC AVE","","ROCHESTER","NY",14607,889247,2017-04-26,2017-04-26,2020-03-31,43.15676,-77.57967,"(43.15676, -77.57967)"
"420",3159856,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","BULLIES ENTERTAINMENT GROUP LLC","BRINDLE HAUS BREWING COMPANY","377 S UNION ST","UNIT 2","SPENCERPORT","NY",14559,908804,2017-11-15,2018-11-01,2019-10-31,43.18536,-77.80483,"(43.18536, -77.80483)"
"421",3155344,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","SWIFTWATER BREWING COMPANY LLC","","378 MT HOPE AVE","","ROCHESTER","NY",14620,908584,2014-12-31,2018-12-01,2019-11-30,43.1424,-77.61186,"(43.1424, -77.61186)"
"422",3159619,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","K2 BREWING INC","K2 BROS BREWING","1221 EMPIRE BLVD","","ROCHESTER","NY",14609,999999,2017-11-29,2017-11-29,2020-10-31,43.17458,-77.52149,"(43.17458, -77.52149)"
"423",3159407,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","FIFTH FRAME BREWING CO LLC","","138 JOSEPH AVE","","ROCHESTER","NY",14605,999999,2017-12-08,2017-12-08,2020-11-30,43.16586,-77.60614,"(43.16586, -77.60614)"
"424",3161441,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","FAIRPORT BREWING COMPANY LLC","FAIRPORT BREWING COMPANY","1044 UNIVERSITY AVE","BLD 2N","ROCHESTER","NY",14607,919064,2019-02-14,2019-07-01,2020-06-30,43.15315,-77.57358,"(43.15315, -77.57358)"
"425",3156477,"FARM BREWER",106,"FD","Buffalo",3,"MONROE","GRIFFS BREWERY LLC","GRIFFS BREWERY","5324 W RIDGE RD","","SPENCERPORT","NY",14559,911483,2016-01-07,2019-01-01,2019-12-31,43.22076,-77.82071,"(43.22076, -77.82071)"
"426",3154042,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"MONROE","24LIGNE LLC","BLACK BUTTON DISTILLING","85 RAILROAD ST","","ROCHESTER","NY",14609,886723,2013-11-13,2016-11-02,2019-10-31,43.16321977,-77.58641446,"(43.16321977, -77.58641446)"
"428",3151843,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"MONROE","O'BEGLEYS LLC","O BEGLEYS","A1 COUNTRY CLUB RD","","EAST ROCHESTER","NY",14445,883966,2012-10-24,2016-10-01,2019-09-30,43.11702705,-77.49922699,"(43.11702705, -77.49922699)"
"429",3155035,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"MONROE","IRON SMOKE WHISKEY LLC","IRON SMOKE WHISKEY","111 PARCE AVE","BLDG 5","FAIRPORT","NY",14450,883733,2014-09-26,2016-09-01,2019-08-31,43.10588,-77.44572,"(43.10588, -77.44572)"
"430",3155810,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"MONROE","HONEOYE FALLS DISTILLERY LLC","","168 W MAIN ST","","HONEOYE FALLS","NY",14472,890830,2015-06-09,2017-06-01,2020-05-31,42.948,-77.60439,"(42.948, -77.60439)"
"433",3158778,"FARM WINERY",302,"FW","Buffalo",3,"MONROE","SCHUTT'S APPLE MILL","","1063 PLANK RD","T/O PENFIELD","WEBSTER","NY",14580,848982,2017-08-23,2017-11-30,2020-07-31,43.18214,-77.45291,"(43.18214, -77.45291)"
"434",3160402,"FARM WINERY",302,"FW","Buffalo",3,"MONROE","OAK AND APPLE LLC","OAK & APPLE","1600 DUBLIN RD","","PENFIELD","NY",14526,849207,2018-05-31,2018-05-31,2021-04-30,43.15102,-77.42426,"(43.15102, -77.42426)"
"435",3155340,"FARM WINERY",302,"FW","Buffalo",3,"MONROE","FIVE SONS WINERY INC","FIVE SONS WINERY","1356 W SWEDEN RD","","BROCKPORT","NY",14420,900171,2015-03-20,2018-05-18,2021-02-28,43.15151,-77.98152,"(43.15151, -77.98152)"
"436",3130435,"FARM WINERY",302,"FW","Buffalo",3,"MONROE","VINO CORPORATION","MAYERS LAKE ONTARIO WINERY","1593 HAMLIN PARMA TOWN LINE RD","","HILTON","NY",14468,919910,2006-08-11,2019-08-01,2022-07-31,43.28990923,-77.8314492,"(43.28990923, -77.8314492)"
"437",3135344,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","CUSTOM BREWCRAFTERS INC","CB CRAFT BREWERS","300 VILLAGE SQUARE BLVD","","HONEOYE FALLS","NY",14472,918636,2008-04-24,2019-06-04,2020-05-31,42.95168817,-77.60393291,"(42.95168817, -77.60393291)"
"438",3157584,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","FOGGY HARBOR BREWERY LLC","IRON TUG BREWING","360 RIDGE RD W","1ST FLOOR EAST","ROCHESTER","NY",14615,919774,2016-08-04,2019-08-01,2020-07-31,43.19978,-77.63662,"(43.19978, -77.63662)"
"439",3156935,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","DENHART BREWING COMPANY LLC","TRIPHAMMER BIERWERKS","111 PARCE AVE","STE 3-A1","FAIRPORT","NY",14450,902461,2016-08-05,2018-08-01,2019-07-31,43.10571,-77.4462,"(43.10571, -77.4462)"
"440",3150747,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","WINERY EXCHANGE INC","WORLD BREWS","445 ST PAUL ST","","ROCHESTER","NY",14605,914298,2012-03-23,2019-03-26,2020-02-29,43.16493105,-77.61437097,"(43.16493105, -77.61437097)"
"441",3149912,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","ROC BREWING CO LLC","","56 S UNION ST","","ROCHESTER","NY",14607,915439,2011-06-07,2019-06-01,2020-05-31,43.15343228,-77.59789394,"(43.15343228, -77.59789394)"
"442",3156191,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","FOUNDING FATHERS PRODUCTS LLC","FOUNDING FATHERS BREWING CO","445 ST PAUL ST","","ROCHESTER","NY",14605,903342,2015-09-17,2018-09-01,2019-08-31,43.16493,-77.61437,"(43.16493, -77.61437)"
"443",3133853,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","RAILROAD STREET BREWING COMPANY INC","ROHRBACH BREWING COMPANY","97 RAILROAD ST","","ROCHESTER","NY",14609,909881,2008-01-16,2019-01-01,2019-12-31,43.1633229,-77.58673027,"(43.1633229, -77.58673027)"
"444",3156858,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","THREE HEADS BREWING INC","THREE HEADS BREWING DANKENSTEIN INDIA PALE ALE","186 ATLANTIC AVE","","ROCHESTER","NY",14607,889635,2016-04-02,2017-03-20,2020-03-31,43.15676,-77.57967,"(43.15676, -77.57967)"
"445",3159620,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","K2 BREWING INC","K2 BROS BREWING","1221 EMPIRE BLVD","","ROCHESTER","NY",14609,999999,2017-11-29,2017-11-29,2020-10-31,43.17458,-77.52149,"(43.17458, -77.52149)"
"446",3009787,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","ROHRBACH INC","ROHRBACH BREWING COMPANY","3859 BUFFALO RD","","ROCHESTER","NY",14624,915253,1995-06-02,2019-06-01,2020-05-31,43.13749607,-77.76275315,"(43.13749607, -77.76275315)"
"447",3159408,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","FIFTH FRAME BREWING CO LLC","","138 JOSEPH AVE","","ROCHESTER","NY",14605,999999,2017-12-08,2017-12-08,2020-11-30,43.16586,-77.60614,"(43.16586, -77.60614)"
"448",3159444,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","BULLIES ENTERTAINMENT GROUP LLC","BRINDLE HAUS BREWING COMPANY","377 S UNION ST","UNIT 2","SPENCERPORT","NY",14559,908805,2017-11-15,2018-11-01,2019-10-31,43.18536,-77.80483,"(43.18536, -77.80483)"
"449",3160564,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","SAGER BEER WORKS LLC","SAGER BEER WORKS","46 SAGER DR","STE E","ROCHESTER","NY",14607,849395,2018-11-21,2018-11-21,2019-10-31,43.15056,-77.56993,"(43.15056, -77.56993)"
"450",3161436,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","KNUCKLEHEAD CRAFT BREWING LLC","KNUCKLEHEAD CRAFT BREWING","426 RIDGE RD","","WEBSTER","NY",14580,99999,NA,2018-10-12,2019-10-31,43.20604,-77.5122,"(43.20604, -77.5122)"
"451",3162137,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","SHIPYARD BREWING COMPANY LLC","","445 SAINT PAUL ST","","ROCHESTER","NY",14605,915596,2019-04-12,2019-04-12,2020-03-31,43.16459,-77.61446,"(43.16459, -77.61446)"
"452",3161951,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","STRAUB BREWERY INC","","445 ST PAUL ST","","ROCHESTER","NY",14605,915745,2019-04-08,2019-04-08,2020-03-31,43.16459,-77.61446,"(43.16459, -77.61446)"
"453",3162138,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","CTB GROUP INC","WOOD KETTLE BREWING","1192 MANITOU RD","STE 13","HILTON","NY",14468,915534,2019-03-28,2019-03-28,2020-02-28,43.25441,-77.75026,"(43.25441, -77.75026)"
"454",3161447,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","STONEYARD BREWERY LLC","","85 CLINTON ST","","BROCKPORT","NY",14420,849338,2018-10-03,2018-10-03,2019-09-30,43.21578,-77.94235,"(43.21578, -77.94235)"
"455",3162120,"MICRO BREWER",101,"MI","Buffalo",3,"MONROE","NINE MAIDENS BREWING COMPANY LLC","","1344 UNIVERSITY AVE","SUITE 140","ROCHESTER","NY",14607,915610,2019-04-18,2019-04-18,2020-03-31,43.15061,-77.56624,"(43.15061, -77.56624)"
"456",3158657,"WINERY",301,"DW","Buffalo",3,"MONROE","LIVING ROOTS WINE & COMPANY LLC","","1255 UNIVERSITY AVE","STE 100","ROCHESTER","NY",14607,894717,2017-08-21,2017-08-21,2020-07-31,43.15048,-77.56911,"(43.15048, -77.56911)"
"457",3162420,"WINERY",301,"DW","Buffalo",3,"MONROE","LIDESTRI BEVERAGES LLC","LIDESTRI SPIRITS","1050 LEE RD","","ROCHESTER","NY",14606,915590,2019-04-04,2019-04-04,2022-03-31,43.18771,-77.6798,"(43.18771, -77.6798)"
"458",3150383,"WINERY",301,"DW","Buffalo",3,"MONROE","HIGH FALLS OPERATING CO LLC","NORTH AMERICAN BREWERIES","445 ST PAUL ST","","ROCHESTER","NY",14605,915267,2012-06-06,2019-06-01,2022-05-31,43.16493105,-77.61437097,"(43.16493105, -77.61437097)"
"459",3158963,"WINERY",301,"DW","Buffalo",3,"MONROE","WINES BY DESIGN INC","VINECRAFT","1424 BUFFALO RD","STE 3","ROCHESTER","NY",14624,848798,2017-06-26,2017-06-26,2020-05-31,43.15029,-77.6891,"(43.15029, -77.6891)"
"460",3136287,"WINERY",301,"DW","Buffalo",3,"MONROE","CASA LARGA VINEYARDS INC","CASA LARGA VINEYARDS","2287 TURK HILL RD","","FAIRPORT","NY",14450,914360,2008-04-25,2019-04-01,2022-03-31,43.05062036,-77.43203003,"(43.05062036, -77.43203003)"
"461",2206312,"DISTILLER ""A-1""",206,"DA","Albany",2,"MONTGOMERY","JONATHAN M ROSEMYER","ERIE CANAL DISTILLERS","55 WILLETT ST","","FORT PLAIN","NY",13339,917634,2017-10-18,2019-07-22,2022-06-30,42.93474,-74.62387,"(42.93474, -74.62387)"
"462",2198850,"FARM DISTILLER ""D""",207,"DD","Albany",2,"MONTGOMERY","MOUNTAIN VIEW DISTILLERY LLC","BOOTLEGGERS DISTILLERY","6080 STATE HWY 30","","AMSTERDAM","NY",12010,886569,2015-11-18,2016-11-01,2019-10-31,42.89874,-74.22398,"(42.89874, -74.22398)"
"463",2203105,"FARM DISTILLER ""D""",207,"DD","Albany",2,"MONTGOMERY","MOHAWK SPIRITS LLC","","72 CLIFF ST","","CANAJOHARIE","NY",13317,885361,2016-09-19,2016-09-19,2019-08-31,40.61012,-74.0617,"(40.61012, -74.0617)"
"467",1296449,"FARM BREWER",106,"FD","New York City",1,"NASSAU","BARNSHED BREWING LLC","","100E LAUMAN LN","","HICKSVILLE","NY",11801,912728,2017-03-17,2019-03-01,2020-02-29,40.74412,-73.50105,"(40.74412, -73.50105)"
"468",1284747,"FARM BREWER",106,"FD","New York City",1,"NASSAU","LITHOLOGY BREWING LLC","LITHOLOGY BREWING CO","211 MAIN ST","SUITE A","FARMINGDALE","NY",11735,918563,2015-05-27,2019-06-04,2020-04-30,40.73269,-73.44591,"(40.73269, -73.44591)"
"469",1290808,"FARM BREWER",106,"FD","New York City",1,"NASSAU","OYSTER BAY BREWING COMPANY INC","","36 AUDREY AVE","","OYSTER BAY","NY",11771,919559,2016-02-01,2019-08-01,2020-07-31,40.87319,-73.53153,"(40.87319, -73.53153)"
"470",1312906,"FARM BREWER",106,"FD","New York City",1,"NASSAU","NOBLE SAVAGE BREWING COMPANY LLC","","27 GLEN ST","","GLEN COVE","NY",11542,917530,2019-05-22,2019-05-22,2020-04-30,40.86412,-73.63036,"(40.86412, -73.63036)"
"471",1307936,"FARM BREWER",106,"FD","New York City",1,"NASSAU","LONG BEACH BREWING COMPANY INC","","3350A LAWSON BLVD","","OCEANSIDE","NY",11572,911027,2018-03-14,2019-01-01,2019-12-31,40.62595,-73.65168,"(40.62595, -73.65168)"
"472",1274971,"FARM BREWER",106,"FD","New York City",1,"NASSAU","BARRIER BREWING COMPANY LLC","","3001 NEW ST UNIT A2","","OCEANSIDE","NY",11572,908911,2013-12-18,2018-12-01,2019-11-30,40.63907939,-73.65604898,"(40.63907939, -73.65604898)"
"473",1308162,"FARM BREWER",106,"FD","New York City",1,"NASSAU","FLYING BELGIAN LLC","","3350A LAWSON BLVD","","OCEANSIDE","NY",11572,918721,2018-06-07,2019-07-01,2020-06-30,40.62964,-73.65294,"(40.62964, -73.65294)"
"475",1180426,"FARM WINERY",302,"FW","New York City",1,"NASSAU","SPARKLING POINTE, LLC.","","39750 COUNTY ROAD 48","ACKERLY POND LANE &KENNY'S RD","SOUTHOLD","NY",11971,918709,2007-06-18,2019-06-06,2022-05-31,41.06116707,-72.44540766,"(41.06116707, -72.44540766)"
"476",1289090,"MICRO BREWER",101,"MI","New York City",1,"NASSAU","GARVIES POINT BREWERY INC","GARVIES POINT CRAFT BREWERY","1 GARVIES POINT RD","BUILDING 1","GLEN CLOVE","NY",11542,912606,2016-03-01,2019-03-01,2020-02-29,40.86058,-73.64187,"(40.86058, -73.64187)"
"477",1317873,"MICRO BREWER",101,"MI","New York City",1,"NASSAU","EAST END GRIP LLC","OLD TAPPAN BREWING COMPANY","37 LUDLAM AVE","","BAYVILLE","NY",11709,917598,2019-06-26,2019-06-26,2020-05-31,40.90569,-73.54894,"(40.90569, -73.54894)"
"478",1316605,"MICRO BREWER",101,"MI","New York City",1,"NASSAU","LITHOLOGY BREWING LLC","LITHOLOGY BREWING CO","211 MAIN ST","SUITE A","FARMINGDALE","NY",11735,999999,2019-07-10,2019-07-10,2020-04-30,40.73395,-73.44582,"(40.73395, -73.44582)"
"479",1275813,"WINERY",301,"DW","New York City",1,"NASSAU","BARNSIDE CELLARS INC","VINIZZO","343 SEA CLIFF AVE","BASEMENT PREMISE","SEA CLIFF","NY",11579,893525,2014-08-21,2017-09-01,2020-07-31,40.84940336,-73.64941273,"(40.84940336, -73.64941273)"
"480",1311138,"WINERY",301,"DW","New York City",1,"NASSAU","FLORAL TERRANES LLC","","157 E BROADWAY","","ROSLYN","NY",11576,883394,2018-10-05,2018-10-05,2021-09-30,40.79747,-73.64583,"(40.79747, -73.64583)"
"481",1274854,"WINERY",301,"DW","New York City",1,"NASSAU","WINEUDESIGN INC","WINEUDESIGN","156 ENGINEERS DR","","HICKSVILLE","NY",11801,896428,2015-02-25,2018-02-01,2021-01-31,40.74494501,-73.50090047,"(40.74494501, -73.50090047)"
"482",1297643,"DISTILLER ""A-1""",206,"DA","New York City",1,"NEW YORK","OUR/NEW YORK VODKA LLC","OUR/NEW YORK","151 W 26TH ST","","NEW YORK","NY",10001,882777,2018-04-23,2018-04-23,2021-03-31,40.74573,-73.99335,"(40.74573, -73.99335)"
"483",1304033,"DISTILLER ""A-1""",206,"DA","New York City",1,"NEW YORK","GREAT JONES DISTILLERS LLC","THE GREAT JONES DISTILLERY","686 BROADWAY","","NEW YORK","NY",10012,999999,2019-06-28,2019-06-28,2022-05-31,40.728,-73.99441,"(40.728, -73.99441)"
"484",1304034,"FARM DISTILLER ""D""",207,"DD","New York City",1,"NEW YORK","GREAT JONES DISTILLERS LLC","THE GREAT JONES DISTILLERY","686 BROADWAY","","NEW YORK","NY",10012,999999,2019-06-28,2019-06-28,2022-05-31,40.728,-73.99441,"(40.728, -73.99441)"
"485",1297644,"FARM DISTILLER ""D""",207,"DD","New York City",1,"NEW YORK","OUR/NEW YORK VODKA LLC","OUR/NEW YORK","151 W 26TH ST","","NEW YORK","NY",10001,882778,2018-04-23,2018-04-23,2021-03-31,40.74573,-73.99335,"(40.74573, -73.99335)"
"488",1244241,"RESTAURANT BREWER",210,"MR","New York City",1,"NEW YORK","LSEBG LLC","BIRRERIA, SABBIA & BAITA","200 5TH AVENUE","","NEW YORK","NY",10010,897575,2011-05-24,2017-11-15,2020-04-30,40.74286028,-73.98868674,"(40.74286028, -73.98868674)"
"489",1269172,"RESTAURANT BREWER",210,"MR","New York City",1,"NEW YORK","PAULANER BRAUHAUS & RESTAURANT LLC","PAULANER BRAUHAUS NYC","265-267 BOWERY","","NEW YORK","NY",10002,886653,2013-11-18,2016-11-01,2019-10-31,40.7233703,-73.99280296,"(40.7233703, -73.99280296)"
"490",1210608,"WINERY",301,"DW","New York City",1,"NEW YORK","CITY WINERY NEW YORK LLC","CITY WINERY","143 VARICK ST","SPRING & VANDAM","NEW YORK","NY",10013,886995,2008-12-24,2016-12-01,2019-11-30,40.72592994,-74.00579236,"(40.72592994, -74.00579236)"
"491",1292888,"WINERY",301,"DW","New York City",1,"NEW YORK","CITY VINEYARD LLC","","233 WEST ST","PIER 26 HUDSON RIVER PARK","NEW YORK","NY",10013,864289,2016-09-12,2016-09-12,2019-08-31,40.72132,-74.01234,"(40.72132, -74.01234)"
"492",1318676,"WINERY",301,"DW","New York City",1,"NEW YORK","CITY VINEYARD LLC","","45 ROCKEFELLER PLAZA","NORTH PLAZA","NEW YORK","NY",10013,904349,2019-07-24,2019-07-24,2022-06-30,40.7595,-73.97796,"(40.7595, -73.97796)"
"493",3160535,"FARM BREWER",106,"FD","Buffalo",3,"NIAGARA","VIZCARRA FAMILY VINEYARDS LLC","BECKER BREWING CO","3724 QUAKER RD","","GASPORT","NY",14067,999999,2018-09-13,2018-09-13,2019-07-31,43.22487,-78.55832,"(43.22487, -78.55832)"
"494",3156341,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"NIAGARA","NIAGARA CRAFT SPIRITS LLC","","4408 RIDGE RD","","CAMBRIA","NY",14094,919814,2015-08-25,2019-08-01,2022-07-31,43.20694,-78.80236,"(43.20694, -78.80236)"
"495",3152620,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","DONOVAN ORCHARDS LLC","BLACK BIRD CIDERWORKS","8503 LOWER LAKE RD","","BARKER","NY",14012,911161,2013-01-23,2019-01-01,2021-12-31,43.36347836,-78.55987257,"(43.36347836, -78.55987257)"
"496",3150285,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","MIDNIGHT RUN WINE CELLARS LLC","MIDNIGHT RUN WINE CELLARS","3301 BRALEY RD","","RANSOMVILLE","NY",14131,918284,2011-08-25,2019-08-01,2022-07-31,43.26414734,-78.86514688,"(43.26414734, -78.86514688)"
"497",3160028,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","ARROWHEAD SPRING VINEYARDS LLC","","4746 TOWNLINE RD","","LOCKPORT","NY",14094,849437,2018-12-27,2018-12-27,2021-11-30,43.17865,-78.75626,"(43.17865, -78.75626)"
"498",3135595,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","MARTIN & ANN SCHULZE","SCHULZE VINEYARDS & WINERY","2090 COOMER RD","","BURT","NY",14028,920152,2008-02-25,2019-08-01,2022-07-31,43.31587098,-78.73990546,"(43.31587098, -78.73990546)"
"499",3144582,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","VICTORIANBOURG WINE ESTATE LTD","VICTORIANBOURG WINE ESTATE","4402 E LAKE ROAD","","WILSON","NY",14172,912690,2010-04-20,2019-04-01,2022-03-31,43.32280138,-78.79990702,"(43.32280138, -78.79990702)"
"500",3157332,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","PATRICK VAUGHN INCORPORATED","LITEN BUFFEL","8822 PEARSON RD","","MIDDLEPORT","NY",14105,848607,2017-02-01,2017-02-01,2020-01-31,43.22784,-78.54269,"(43.22784, -78.54269)"
"501",3146259,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","JAMES T BAKER & KATHLEEN M BAKER","CHATEAU NIAGARA WINERY","2466 W CREEK ROAD","","NEWFANE","NY",14108,913332,2010-03-05,2019-03-01,2022-02-28,43.29584814,-78.71462506,"(43.29584814, -78.71462506)"
"502",3155739,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","BLACKMAN HOMESTEAD LLC","BLACKMAN CIDER CO","4472 THRALL RD","","LOCKPORT","NY",14094,898871,2015-04-02,2018-04-02,2021-03-31,43.17125,-78.79788,"(43.17125, -78.79788)"
"503",3150044,"FARM WINERY",302,"FW","Buffalo",3,"NIAGARA","A GUST OF SUN LLC","A GUST OF SUN","4515 BAER RD","RIDGE RD & LOWER MOUNTAIN RD","RANSOMVILLE","NY",14131,918793,2011-07-29,2019-07-01,2022-06-30,43.19419926,-78.85549166,"(43.19419926, -78.85549166)"
